District,Seat,Constituency_title,Candidate_Name,Party
Hafizabad,Hafizabad-I,NA-87,Muhammad Naeem ,Independent
Hafizabad,Hafizabad-I,NA-87,Malik Muhammad Aslam,Allah-O-Akbar Tehreek
Hafizabad,Hafizabad-I,NA-87,Mian Fazal Ahmed Qadri,All Pakistan Muslim League
Sargodha ,Sargodha-l,NA-88,Asif Ali Chaudary ,Tehreek Labbaik Pakistan 
Sargodha ,Sargodha-l,NA-88,Izhar ul hassan,pakistan peoples party parliamentarians
Sargodha ,Sargodha-l,NA-88,Rao Tahir Musharaf khan,Independent 
Sargodha ,Sargodha-l,NA-88,Muhammad Hanif,MUTTHIDA MAJLIS-E- AMAL PAKISTAN
Sargodha ,Sargodha-l,NA-88,MUKHTAR AHMAD MALIK ,Pakistan (N) Muslim League
Sargodha ,Sargodha-l,NA-88,NADEEM AFZAL GONDAL,Pakistan Tehreek-e-Insaf 
Sargodha , Sargodha-II ,NA-89,Usama Ahmad Mela ,Pakistan Tehreek-e-Insaf
Sargodha , Sargodha-II ,NA-89,Ch.Altaf Hussain Ranjha,Independent
Sargodha , Sargodha-II ,NA-89,Rakhshinda Nawaz,Independent
Sargodha , Sargodha-II ,NA-89,Ali Nawaz Mela,Independent
Sargodha , Sargodha-II ,NA-89,Mohsin Nawaz Ranjha,Pakistan (N) Muslim League
Sargodha , Sargodha-II ,NA-89,Muhammad Aslam,pakistan peoples party parliamentarians
Sargodha , Sargodha-lll,NA-90,Aasiah Maqbool ,Pakistan Welfare Party
Sargodha , Sargodha-lll,NA-90,Ahmed Khan ,Independent
Sargodha , Sargodha-lll,NA-90,Erum Hamid,Independent
Sargodha , Sargodha-lll,NA-90,Tasneem Ahmed Qureshi,pakistan peoples party parliamentarians
Sargodha , Sargodha-lll,NA-90,Jamal Din,Independent
Sargodha , Sargodha-lll,NA-90,Ch Muhammad Hamid Hameed,Pakistan Muslim league (N)
Sargodha , Sargodha-lll,NA-90,Hamza Mateen Qureshi,Independent
Sargodha , Sargodha-lll,NA-90,Rai Muhammad Munir Khral,Allah-o-Akbar Tehreek
Sargodha , Sargodha-lll,NA-90,Zubair Tariq,Tehreek Labbaik Pakistan 
Sargodha , Sargodha-lll,NA-90,Sajjad Husain,Independent
Sargodha , Sargodha-lll,NA-90,Tahir Farooq,Independent
Sargodha , Sargodha-lll,NA-90,Muhammad Arshad Shahid,MUTTHIDA MAJLIS-E- AMAL PAKISTAN
Sargodha , Sargodha-lll,NA-90,Muhammad Aslam,Independent
Sargodha , Sargodha-lll,NA-90,Muhammad Mumtaz Akhtar,Independent
Sargodha , Sargodha-lll,NA-90,Nadia Aziz,Pakistan Tehreek Insaf
Sargodha ,Sargodha-lV,NA-91,Choudary Amir Sultan Cheema,Pakistan Tehreek Insaf
Sargodha ,Sargodha-lV,NA-91,Choudary Mubashir Ahmed,All Pakistan Muslim League(Jinnah)
Sargodha ,Sargodha-lV,NA-91,Hafiz Talha Saeed,Allah-o-Akbar Tehreek
Sargodha ,Sargodha-lV,NA-91,Hafiz Farhan Ahmed,MUTTHIDA MAJLIS-E- AMAL PAKISTAN
Sargodha ,Sargodha-lV,NA-91,Khawar javed,independent
Sargodha ,Sargodha-lV,NA-91,Zulfiqar Ali Bhatti ,Pakistan Muslim league (N)
Sargodha ,Sargodha-lV,NA-91,Tariq Mahmood,pakistan peoples party parliamentarians
Sargodha ,Sargodha-lV,NA-91,Adil Rehman ,Independent
Sargodha ,Sargodha-lV,NA-91,Muhammad Sarwar Bhatti,Independent
Sargodha ,Sargodha-lV,NA-91,Muhammad Shahzad ,Independent
Sargodha ,Sargodha-lV,NA-91,Muhammad ali,Independent
Sargodha ,Sargodha-lV,NA-91,Najaf ali bhatti,Independent
Sargodha ,Sargodha-lV,NA-91,Nadeem awaan,Tehreek Labbaik Islam
Sargodha ,Sargodha-V,NA-92,Sardar Muhammad Shafaqat hayat khan,Independent
Sargodha ,Sargodha-V,NA-92,Syed Ahmed mehdi ali shah,Independent
Sargodha ,Sargodha-V,NA-92,syed javed husain,Pakistan Muslim league (N)
Sargodha ,Sargodha-V,NA-92,Syed muhammad raza ali shah,Independent
Sargodha ,Sargodha-V,NA-92,Shehnaz bibi,MUTTHIDA MAJLIS-E- AMAL PAKISTAN
Sargodha ,Sargodha-V,NA-92,Sahibzada naeem-ud-din sialvi,Pakistan Tehreek Insaf
Sargodha ,Sargodha-V,NA-92,zafar ahmed,Independent
Sargodha ,Sargodha-V,NA-92,ansar abbas baloch,Independent
Sargodha ,Sargodha-V,NA-92,Gul muhammad shah,Independent
Sargodha ,Sargodha-V,NA-92,Muhammd Azhar abbas,Tehreek Labbiak Pakistan
Sargodha ,Sargodha-V,NA-92,Muhammad Jamshed,pakistan peoples party parliamentarians
Khushab,Khushab-l,NA-93,Bahadar khan,Awami national party
Khushab,Khushab-l,NA-93,Haji fateh deen,Independent
Khushab,Khushab-l,NA-93,sumaira malik,Pakistan Muslim league (N)
Khushab,Khushab-l,NA-93,Abdullah Ahmed,MUTTHIDA MAJLIS-E- AMAL PAKISTAN
Khushab,Khushab-l,NA-93,Umar Aslam Khan,Pakistan Tehreek Insaf
Khushab,Khushab-l,NA-93,Muhammad Ali sawal,Independent
Khushab,Khushab-l,NA-93,Malik Mazhar Iqbal Awan,Independent
Khushab,Khushab-l,NA-93,Naseem abbas,pakistan peoples party parliamentarians
Khushab,Khushab-ll,NA-94,Anwar khan ,Independent
Khushab,Khushab-ll,NA-94,Shahid iqbal ,Independent
Khushab,Khushab-ll,NA-94,safdar ali ,Pakistan Muslim league (N)
Khushab,Khushab-ll,NA-94,Uzair muhammad khan,Independent
Khushab,Khushab-ll,NA-94,Ghaus Muhammad khan niazi ,Independent
Khushab,Khushab-ll,NA-94,Gul asghar khan,Independent
Khushab,Khushab-ll,NA-94,Malk Shakir bashir awan ,Pakistan Muslim league (N)
Khushab,Khushab-ll,NA-94,Malik muhammad ehsan ullah tiwana,Pakistan Tehreek Insaf
Mianwali,Mianwali-l,NA-95,Asad Hassan Khan,Independent
Mianwali,Mianwali-l,NA-95,Amir Ullah,MUTTHIDA MAJLIS-E- AMAL PAKISTAN
Mianwali,Mianwali-l,NA-95,Abdul Wahab,Pakistan Justice & Democratic Party
Mianwali,Mianwali-l,NA-95,Obaid Ullah Khan,Pakistan Muslim league (N)
Mianwali,Mianwali-l,NA-95,Imran Ahmed Khan Niazi ,Pakistan Tehreek Insaf
Mianwali,Mianwali-l,NA-95,Muhammd Tauqeer ul Hasnain shah,Tehreek Labbaik Pakistan 
Mianwali,Mianwali-l,NA-95,Muhammd Khalid,Independent
Mianwali,Mianwali-l,NA-95,Muhammad Khalid Khan,pakistan peoples party parliamentarians
Mianwali,Mianwali-l,NA-95,Muhammd Sardar Bahadur Khan,Sunni ittehad Council 
Mianwali,Mianwali-l,NA-95,Manzoor Ahmed khan,Independent
Mianwali,Mianwali-l,NA-95,Nawab Malik Amir Muhammad Khan,Independent
Mianwali,Mianwali-ll,NA-96,Amjid ali khan ,Pakistan Tehreek Insaf
Mianwali,Mianwali-ll,NA-96,Sajjad Ahmed Malik,Tehreek Labbiak Pakistan
Mianwali,Mianwali-ll,NA-96,Aziz ur Rehman ,Independent
Mianwali,Mianwali-ll,NA-96,Muhammad Humair hayat khan niazi,Pakistan Muslim league (N)
Mianwali,Mianwali-ll,NA-96,Muhammd Khalid,pakistan peoples party parliamentarians
Mianwali,Mianwali-ll,NA-96,Muhammad Tayyab,MUTTHIDA MAJLIS-E- AMAL PAKISTAN
Bhakkar,Bhakkar-l,NA-97,Azfar ali ,Independent
Bhakkar,Bhakkar-l,NA-97,Sana ullah khan,Independent
Bhakkar,Bhakkar-l,NA-97,Abdul Majeed khan,Pakistan Muslim league (N)
Bhakkar,Bhakkar-l,NA-97,Aziz ahmed khan,Independent
Bhakkar,Bhakkar-l,NA-97,Umair Hassan Khan ,Independent
Bhakkar,Bhakkar-l,NA-97,Farooq Ahmed Khan,Independent
Bhakkar,Bhakkar-l,NA-97,Furrukh Hassan khan,Independent
Bhakkar,Bhakkar-l,NA-97,Muhammad Arshad Awan,Independent
Bhakkar,Bhakkar-l,NA-97,Muhammad Sana Ullah khan masti khel ,Independent
Bhakkar,Bhakkar-l,NA-97,Mulazim Hussain,pakistan peoples party parliamentarians
Bhakkar,Bhakkar-l,NA-97,Malik Amjad ali ,Pakistan Tehreek Insaf
Bhakkar,Bhakkar-l,NA-97,Naeem Akhtar,Independent
Bhakkar,Bhakkar-ll,NA-98,Akhtar Hussain,Pakistan Awami Raj 
Bhakkar,Bhakkar-ll,NA-98,Ejaz Ali khan Shahani ,pakistan peoples party parliamentarians
Bhakkar,Bhakkar-ll,NA-98,Hafiz Muhammad Zulfiqar ,Tehreek Labbaik Pakistan 
Bhakkar,Bhakkar-ll,NA-98,habib Ullah khan Shahani ,Independent
Bhakkar,Bhakkar-ll,NA-98,Abdul Rehman ,Independent
Bhakkar,Bhakkar-ll,NA-98,Muhammad Afzal khan ,Pakistan Tehreek Insaf
Bhakkar,Bhakkar-ll,NA-98,Naeem Ullah khan Shahani,Independent
Chiniot,Chiniot-l,NA-99,Ahmed yar khan ,Tehreek Labbaik Pakistan 
Chiniot,Chiniot-l,NA-99,Allah yar,Independent
Chiniot,Chiniot-l,NA-99,Jahazaib Zahid,Allah-o-Akbar Tehreek
Chiniot,Chiniot-l,NA-99,Zulfiqar ali shah,MUTTHIDA MAJLIS-E- AMAL PAKISTAN
Chiniot,Chiniot-l,NA-99,Rehan Qaisar,Pakistan Muslim league (N)
Chiniot,Chiniot-l,NA-99,Ali raza,Independent
Chiniot,Chiniot-l,NA-99,Ghulam abbas ,Independent
Chiniot,Chiniot-l,NA-99,Ghulam Muhammad,Pakistan Tehreek Insaf
Chiniot,Chiniot-l,NA-99,Muhammad ashan lali,Independent
Chiniot,Chiniot-l,NA-99,Makhdoom zada syed asad hayat,pakistan peoples party parliamentarians
Chiniot,Chiniot-ll,NA-100,Arshad Ahmed,MUTTHIDA MAJLIS-E- AMAL PAKISTAN
Chiniot,Chiniot-ll,NA-100,Arshad Abbas Shah,Jamhoori watan party 
Chiniot,Chiniot-ll,NA-100,Zulfiqar ali shah,Pakistan Tehreek Insaf
Chiniot,Chiniot-ll,NA-100,Syed Inayat ali shah,pakistan peoples party parliamentarians
Chiniot,Chiniot-ll,NA-100,Shahbaz Ali Hussaini ,Pakistan kissan ittehad (ch.anwar)
Chiniot,Chiniot-ll,NA-100,sheikh kaisar mehmood,Independent
Chiniot,Chiniot-ll,NA-100,umar draz,Independent
Chiniot,Chiniot-ll,NA-100,Qaiser Ahmed Sheikh,Pakistan Muslim league (N)
Chiniot,Chiniot-ll,NA-100,Muhammd usman,Tehreek Labbaik Pakistan 
Chiniot,Chiniot-ll,NA-100,muhammad ali shah,Awami Justice party pakistan
Chiniot,Chiniot-ll,NA-100,Muhammad imran,Independent
Chiniot,Chiniot-ll,NA-100,Muhammad nawaz,Allah-o-Akbar Tehreek
Chiniot,Chiniot-ll,NA-100,Noreen basit,Independent
Faisalabad,Faisalabad-l,NA-101,Ishfaq Ahmed,Tehreek Labbaik Islam
Faisalabad,Faisalabad-l,NA-101,iftikhar ali,Tehreek Labbaik Pakistan 
Faisalabad,Faisalabad-l,NA-101,imdad ali ,Allah-o-Akbar Tehreek
Faisalabad,Faisalabad-l,NA-101,Rizwan Liaquat,Independent
Faisalabad,Faisalabad-l,NA-101,Sajjad Ahmed ,All Pakistan Muslim League
Faisalabad,Faisalabad-l,NA-101,Shabbir Ahmed,Independent
Faisalabad,Faisalabad-l,NA-101,Tariq Mahmood,pakistan peoples party parliamentarians
Faisalabad,Faisalabad-l,NA-101,Zafar Zulqarnain Sahi,Pakistan Tehreek Insaf
Faisalabad,Faisalabad-l,NA-101,afifa siddiqui,MUTTHIDA MAJLIS-E- AMAL PAKISTAN
Faisalabad,Faisalabad-l,NA-101,Farman Ali khan,Independent
Faisalabad,Faisalabad-l,NA-101,Fawad Ahmed cheema,Independent
Faisalabad,Faisalabad-l,NA-101,Muhammad Zahir,Independent
Faisalabad,Faisalabad-l,NA-101,Muhammad Asim Nazir,Independent
Faisalabad,Faisalabad-l,NA-101,Muhammad Azeem aslam ,independent
Faisalabad,faisalabad-ll,NA-102,Sanaullah kamar bajwa,independent
Faisalabad,faisalabad-ll,NA-102,Chaudary muhammad tayyab arif,independent
Faisalabad,faisalabad-ll,NA-102,rasheed ahmed khan rana,All Pakistan Muslim league
Faisalabad,faisalabad-ll,NA-102,riaz ahmed,pakistan peoples party parliamentarians
Faisalabad,faisalabad-ll,NA-102,sadia akhtat,pakistan peoples party(shaheed bhutto)
Faisalabad,faisalabad-ll,NA-102,syed tayyab raza shah,Tehreek Labbaik Pakistan 
Faisalabad,faisalabad-ll,NA-102,Irfan shahid wassir,Independent
Faisalabad,faisalabad-ll,NA-102,umair wasi choudary,Independent
Faisalabad,faisalabad-ll,NA-102,kashif ali ,Allah-o-Akbar Tehreek
Faisalabad,faisalabad-ll,NA-102,muhammad ashraf chaudary,independent
Faisalabad,faisalabad-ll,NA-102,muhammad bilal badar,independent
Faisalabad,faisalabad-ll,NA-102,muhammad shahjahan khan,pakistan peoples party parliamentarians
Faisalabad,faisalabad-ll,NA-102,muhammad tallal badar,Pakistan Muslim league (N)
Faisalabad,faisalabad-ll,NA-102,muhammad kamran,Move on pakistan
Faisalabad,faisalabad-ll,NA-102,nawab sher,Pakistan Tehreek Insaf
Faisalabad,faisalabad-ll,NA-102,Muhammad Akram Chaudary,independent
Faisalabad,faisalabad-lll,NA-103,Zulfiqar ali ,Independent
Faisalabad,faisalabad-lll,NA-103,Rai Ijaz Hussain,Tehreek Labbaik Pakistan 
Faisalabad,faisalabad-lll,NA-103,Shahadat ali khan,pakistan peoples party parliamentarians
Faisalabad,faisalabad-lll,NA-103,Ali gohar khan,Pakistan Muslim league (N)
Faisalabad,faisalabad-lll,NA-103,Muhammad Ahmed,independent
Faisalabad,faisalabad-lll,NA-103,Muhammad Khan Nadeem,Independent
Faisalabad,faisalabad-lll,NA-103,Muhammad Saad ullah,Pakistan Tehreek Insaf
Faisalabad,faisalabad-lll,NA-103,Muhammad saeed,Tehreek Labbaik Islam
Faisalabad,faisalabad-lll,NA-103,Muhammad Siddiq,Allah-o-Akbar Tehreek
Faisalabad,faisalabad-lll,NA-103,Mudassar ahmed shah,MUTTHIDA MAJLIS-E- AMAL PAKISTAN
Faisalabad,faisalabad-lV,NA-104,Ch Muhammad Shahbaz babar,Pakistan Muslim league (N)
Faisalabad,faisalabad-lV,NA-104,Ch Mazhar Ali gull,independent
Faisalabad,faisalabad-lV,NA-104,Khalid Mehmood gull,Independent
Faisalabad,faisalabad-lV,NA-104,Raheel abid ,Tehreek Labbaik Islam
Faisalabad,faisalabad-lV,NA-104,Rana Muhammad Farooq Saeed Khan,pakistan peoples party parliamentarians
Faisalabad,faisalabad-lV,NA-104,Sardar dildar ahmed cheema,Pakistan Tehreek Insaf
Faisalabad,faisalabad-lV,NA-104,Sardar sarfraz ahmed cheema,independent
Faisalabad,faisalabad-lV,NA-104,shafiqat rasool,Independent
Faisalabad,faisalabad-lV,NA-104,abdul khaiq,Allah-o-Akbar Tehreek
Faisalabad,faisalabad-lV,NA-104,Fahad ghaffar,Tehreek Labbaik Pakistan 
Faisalabad,faisalabad-lV,NA-104,Muhammad bilal Farooq khan,Independent
Faisalabad,faisalabad-lV,NA-104,Muhammd Shouqat iqbal ,independent
Faisalabad,faisalabad-lV,NA-104,Muhammad Faheem Akhtar,Independent
Faisalabad,faisalabad-lV,NA-104,Muhammad younas,Independent
Faisalabad,faisalabad-V,NA-105,Asif Touseef,Pakistan Tehreek Insaf
Faisalabad,faisalabad-V,NA-105,Ibrar hussain,Tehreek Labbaik Pakistan 
Faisalabad,faisalabad-V,NA-105,Ahsan Raza,Independent
Faisalabad,faisalabad-V,NA-105,Raza Nasrullah,Independent
Faisalabad,faisalabad-V,NA-105,Tariq ali ,Pakistan Muslim Alliance
Faisalabad,faisalabad-V,NA-105,Umar Farooq,Independent
Faisalabad,faisalabad-V,NA-105,Muhammd Ejaz chioudary,pakistan peoples party parliamentarians
Faisalabad,faisalabad-V,NA-105,Muhammad Qasim Farooq,Independent
Faisalabad,faisalabad-V,NA-105,Muhammad Masood Nazir ,Independent
Faisalabad,faisalabad-V,NA-105,Mian Muhammad Farooq,Pakistan Muslim league (N)
Faisalabad,faisalabad-V,NA-105,Mian mozzam farooq,Independent
Faisalabad,faisalabad-V,NA-105,Nadeem hayat khan ,Independent
Faisalabad,faisalabad-V,NA-105,Nawaz Ahmed Cheema,Allah-o-Akbar Tehreek
Faisalabad,faisalabad-Vl,NA-106,Ahmed Shehryar,Independent
Faisalabad,faisalabad-Vl,NA-106,Basharat ali ,Independent
Faisalabad,faisalabad-Vl,NA-106,Rana Sana Ullah Khan,Pakistan Muslim league (N)
Faisalabad,faisalabad-Vl,NA-106,Saeed Iqbal ,pakistan peoples party parliamentarians
Faisalabad,faisalabad-Vl,NA-106,Muhammad abbas haider,Tehreek Labbaik Pakistan 
Faisalabad,faisalabad-Vl,NA-106,Muhammad haroon,Independent
Faisalabad,faisalabad-Vl,NA-106,Mumtaz Hussain,MUTTHIDA MAJLIS-E- AMAL PAKISTAN
Faisalabad,faisalabad-Vl,NA-106,Nisar Ahmed,Pakistan Tehreek Insaf
Faisalabad,faisalabad-Vll,NA-107,Haji Muhammad Akram Ansari,Pakistan Muslim league (N)
Faisalabad,faisalabad-Vll,NA-107,Khurram Shahzad,Pakistan Tehreek Insaf
Faisalabad,faisalabad-Vll,NA-107,Rabia mukhtar,Allah-o-Akbar Tehreek
Faisalabad,faisalabad-Vll,NA-107,Sardar Muhammad,pakistan peoples party parliamentarians
Faisalabad,faisalabad-Vll,NA-107,Muhammad Asif,Aman Taraqqi Party
Faisalabad,faisalabad-Vll,NA-107,Muhammad hanif,MUTTHIDA MAJLIS-E- AMAL PAKISTAN
Faisalabad,faisalabad-Vll,NA-107,Muhammad zeeshan,Tehreek Labbaik Pakistan 
Faisalabad,faisalabad-Vlll,NA-108,Asghar ali qaiser,pakistan peoples party parliamentarians
Faisalabad,faisalabad-Vlll,NA-108,Azhar abbas,Pak Sar Zameen Party
Faisalabad,faisalabad-Vlll,NA-108,Rana abu khabib Rehman khan,Allah-o-Akbar Tehreek
Faisalabad,faisalabad-Vlll,NA-108,Rizwan Mahmood,Awami Justice party pakistan
Faisalabad,faisalabad-Vlll,NA-108,shahbaz Ali Gulzar,Tehreek Labbaik Pakistan 
Faisalabad,faisalabad-Vlll,NA-108,Abid Sher ali ,Pakistan Muslim league (N)
Faisalabad,faisalabad-Vlll,NA-108,Farrukh habib,Independent
Faisalabad,faisalabad-Vlll,NA-108,Muhammad Zakaria syed,MUTTHIDA MAJLIS-E- AMAL PAKISTAN
Faisalabad,faisalabad-lX,NA-109,Zafar Hussain Khan,MUTTHIDA MAJLIS-E- AMAL PAKISTAN
Faisalabad,faisalabad-lX,NA-109,Fayyaz ahmed,Allah-o-Akbar Tehreek
Faisalabad,faisalabad-lX,NA-109,Faiz Ullah,Pakistan Tehreek Insaf
Faisalabad,faisalabad-lX,NA-109,Kaleem ullah kamoka,Independent
Faisalabad,faisalabad-lX,NA-109,muhammad asif,Pakistan sunni tehreek
Faisalabad,faisalabad-lX,NA-109,Muhammad asad iqbal,Tehreek Labbaik Pakistan 
Faisalabad,faisalabad-lX,NA-109,muhammad afzal ,pakistan peoples party parliamentarians
Faisalabad,faisalabad-lX,NA-109,muhammad kamran asghar,Independent
Faisalabad,faisalabad-lX,NA-109,muhammad mansoor ahmed awan ,Tehreek Labbaik Islam
Faisalabad,faisalabad-lX,NA-109,mian abdul mannan,Pakistan Muslim league (N)
Faisalabad,faisalabad-X,NA-110,Ayaz Mahmood,Pakistan sunni tehreek
Faisalabad,faisalabad-X,NA-110,Hafiz Umer Farooq,Tehreek Labbaik Pakistan 
Faisalabad,faisalabad-X,NA-110,Raja Riaz Ahmed,Pakistan Tehreek Insaf
Faisalabad,faisalabad-X,NA-110,Shabbir asghar,Sunni ittehad Council 
Faisalabad,faisalabad-X,NA-110,Sahibzada muhammad hamid raza,Pakistan Muslim league (N)
Faisalabad,faisalabad-X,NA-110,Muhammad Afzal khan ,Move on pakistan
Faisalabad,faisalabad-X,NA-110,Muhammad kamran,barabri party pakistan
Faisalabad,faisalabad-X,NA-110,Muhammad nadeem pasha,Independent
Faisalabad,faisalabad-X,NA-110,Malk Muhammad Nawaz,Independent
Faisalabad,faisalabad-X,NA-110,Munwar Fayyaz Sunny,Independent
Faisalabad,faisalabad-X,NA-110,Younas suleman ,pakistan peoples party parliamentarians
Toba Tek Singh ,Toba Tek Singh-l,NA-111,Usama hamza,Pakistan Tehreek Insaf
Toba Tek Singh ,Toba Tek Singh-l,NA-111,Amjad ali ,Pakistan National Musliam League
Toba Tek Singh ,Toba Tek Singh-l,NA-111,Taj Mehmood,Allah-o-Akbar Tehreek
Toba Tek Singh ,Toba Tek Singh-l,NA-111,Chaudhary Khalid Javed,Pakistan Musliam league(N)
Toba Tek Singh ,Toba Tek Singh-l,NA-111,Haji Muhammad Ishaq,pakistan peoples party parliamentarians
Toba Tek Singh ,Toba Tek Singh-l,NA-111,Sardar ali wahla,Tehreek Labbaik Pakistan 
Toba Tek Singh ,Toba Tek Singh-l,NA-111,Atta Ullah hameed,Independent
Toba Tek Singh ,Toba Tek Singh-l,NA-111,Farkhanda amjad,Independent
Toba Tek Singh ,Toba Tek Singh-l,NA-111,Muhammad aslam khan,Independent
Toba Tek Singh ,Toba Tek Singh-l,NA-111,Muhammad Ishtiaq,Pakistan sunni tehreek
Toba Tek Singh ,Toba Tek Singh-l,NA-111,Muhammad nouman khalid,Independent
Toba Tek Sing            , Toba Tek Singh-II           , NA-112 ,ANWAR UL HAO,INDEPENDENT
Toba Tek Sing            , Toba Tek Singh-II           , NA-112 ,SOBIA JUNAID,INDEPENDENT
Toba Tek Sing            , Toba Tek Singh-II           , NA-112 ,KHAWAR AHMAD KHAN,INDEPENDENT
Toba Tek Sing            , Toba Tek Singh-II           , NA-112 ,SALAH UD DIN,INDEPENDENT
Toba Tek Sing            , Toba Tek Singh-II           , NA-112 ,TARIQ ANWAR,INDEPENDENT
Toba Tek Sing            , Toba Tek Singh-II           , NA-112 ,IFRAN ASAD,PAKISTAN TEHREEK INSAF NAZRIATI
Toba Tek Sing            , Toba Tek Singh-II           , NA-112 ,FURQAN SAEED,PAKISTAN FREEDOM MOVEMENT
Toba Tek Sing            , Toba Tek Singh-II           , NA-112 ,MUHAMMAD ASHFAQ,PAKISTAN TEHREEK INSAF
Toba Tek Sing            , Toba Tek Singh-II           , NA-112 ,MUHAMMAD AMJAD,ALL PAKISTAN MUSLIM LEAGUE
Toba Tek Sing            , Toba Tek Singh-II           , NA-112 ,MUHAMMAD TAREEJ,INDEPENDENT
Toba Tek Sing            , Toba Tek Singh-II           , NA-112 ,MUHAMMAD JUNAID ANWAR CHAUDHRY,PAKISTAN MUSLIM LEAGUE (N)
Toba Tek Sing            , Toba Tek Singh-II           , NA-112 ,MUHAMMAD AMIR MUNIR,PAKISTAN NATIONAL MUSLIM LEAGUE
Toba Tek Sing            , Toba Tek Singh-II           , NA-112 ,MIAN UMAR ASHFAQ,INDEPENDENT
Toba Tek Sing            , Toba Tek Singh-II           , NA-112 ,"NEELAM JABBAR
CHAUDHRY ",PAKISTAN PEOPLES PARTY PARLIAMENTARIAN s
Toba Tek Sing   ,Tobe Tek. Singh-III, NA-113,AHMAD SHAHZAD SHAH,Tehreek Labbaik Pakistan
Toba Tek Sing   ,Tobe Tek. Singh-III, NA-113,ASAD R REHMAN,Independent
Toba Tek Sing   ,Tobe Tek. Singh-III, NA-113,BABAR KHAN,Independent
Toba Tek Sing   ,Tobe Tek. Singh-III, NA-113,CHAHUDRY ASAD R REHMAN,PAKISTAN MUSLIM LEAGUE (N)
Toba Tek Sing   ,Tobe Tek. Singh-III, NA-113,HAIDER ALI,INDEPENDENT
Toba Tek Sing   ,Tobe Tek. Singh-III, NA-113,RANA HASSEB AHMED,INDEPENDENT
Toba Tek Sing   ,Tobe Tek. Singh-III, NA-113,SARWAR CHAUDRY,INDEPENDENT
Toba Tek Sing   ,Tobe Tek. Singh-III, NA-113,SYED ASAD ABBAS SHAH,INDEPENDENT
Toba Tek Sing   ,Tobe Tek. Singh-III, NA-113,AMIR USMAN,Allah-o-Akbar Tehrook
Toba Tek Sing   ,Tobe Tek. Singh-III, NA-113,AZIZ R REHMAN MAHMOD,INDEPENDENT
Toba Tek Sing   ,Tobe Tek. Singh-III, NA-113,GULAM ABBAS,MUTAHIDA MUSLIM AWAM PAKISTAN
Toba Tek Sing   ,Tobe Tek. Singh-III, NA-113,MUHAMMAD RIAZ KHAN ,PakIstan Tehreek-]a-Insaf
Toba Tek Sing   ,Tobe Tek. Singh-III, NA-113,MUHAMMAD ZAFAR YAB KHAN ,INDEPENDENT
Toba Tek Sing   ,Tobe Tek. Singh-III, NA-113,MUHAMMAD AIN ULLAH,INDEPENDENT
Toba Tek Sing   ,Tobe Tek. Singh-III, NA-113,MUSTAFA RAMDAY,INDEPENDENT
Toba Tek Sing   ,Tobe Tek. Singh-III, NA-113,NADEEM SHAHZAD,INDEPENDENT
Toba Tek Sing   ,Tobe Tek. Singh-III, NA-113,NASEEM IQBAL,Pakistan Peoples Party Parliamentarians
JHANG,Jhang-1,NA-114,ALLAH DAD KHAN,INDEPENDENT
JHANG,Jhang-1,NA-114,HAJI DAUD KHAN,MUTTHID.A MAJLIS-17- AL PAKISTAN
JHANG,Jhang-1,NA-114,SAFIIBZADA MUHAMMAD MEHBOOB SULtkg,Pakistan rehreek-e-Insar
JHANG,Jhang-1,NA-114,ALEESHA IFTIKHAR,Independent
JHANG,Jhang-1,NA-114,MUHAMMAD ASIF  MUAVIA,INDEPENDENT
JHANG,Jhang-1,NA-114,MUHAMMAD ISRAR UL CI IEEMA,Tehreek Labbaik Pakistan
JHANG,Jhang-1,NA-114,MAKHDOOM SYED FAISAL SALEH HAYAT,Pakistan Peoples Part. Parliamentarians
JHANG,Jhang-1,NA-114,NADEEM MUMTAZ QURESHI,Mustaqbil Pakistan
JHANG,Jhang-1,NA-114,NAVEED MUKHTAR AHMED KHAN,Independent
JHANG,Jhang-11,NA-115,HAKIM ALI,INDEPENDENT
JHANG,Jhang-11,NA-115,ZAWAR HUSSAIN,All Pakistan Muslim League
JHANG,Jhang-11,NA-115,SYEDA SUGHRA IMAM,INDEPENDENT
JHANG,Jhang-11,NA-115,SHEIKH MUHAMMAD AKRAM,INDEPENDENT
JHANG,Jhang-11,NA-115,ABDUL JABBAR KHAN,INDEPENDENT
JHANG,Jhang-11,NA-115,GHULAM BIBI,Pakistan Tehreek-e-Insaf
JHANG,Jhang-11,NA-115,LUBAINA SIDDIQUA,MUTTHIDA MAJLISAY  AMAl. PAKISTAN
JHANG,Jhang-11,NA-115,MUHAMMAD AI WAD,INDEPENDENT
JHANG,Jhang-11,NA-115,MUHAMMAD ILYAS,INDEPENDENT
JHANG,Jhang-11,NA-115,MUHAMMAD SALEEM TAIIIR,Pakistan Muslim League (N)
JHANG,Jhang-11,NA-115,WAQAS AKRAM,INDEPENDENT
JHANG,Jhang-111,NA-116,Ameer Abbas Sial,INDEPENDENT
JHANG,Jhang-111,NA-116,Sheikh Muhammad Akram,INDEPENDENT
JHANG,Jhang-111,NA-116,Saima Akhtar,INDEPENDENT
JHANG,Jhang-111,NA-116,Zahoor Ahmad Sajid,INDEPENDENT
JHANG,Jhang-111,NA-116,Umer Daraz,INDEPENDENT
JHANG,Jhang-111,NA-116,Fawad Akram,INDEPENDENT
